hate_category_1,hate_category_2,explanation,english,Amharic,afaan_oromo,Tigregna,otherspellings
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",pure arms bearer,ነፍጠኞች (plural),,,neftagna
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",daughter of arms bearer,,,,neftega
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",son of arms bearer,,,,nefetega
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,nefitegna
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,nefitegna
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,naftegna
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,colonizer
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,neftegna komata
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,nafxanyota
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,hidda nafxanyaa
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,naftagna
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,neftegna
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,nafxagna
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,neftenya
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,naftenyaa
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,nefxanyaa
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,nafxeenya
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,nafxanya
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,nafxenya
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,naftanya
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,nafxenya
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,nafaxanya
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,naftenya
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,nafxanyaa
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,nafxenya
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,nafxeeynaa
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,dhala nafxanyaa
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,Neo neftegna
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,neftegna system
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",,,,,neo neftegna system
Ethnic,,This term is used to describe a 'betrayer' and is normally used against ethnic Oromos.,betrayer,ከዳተኛ,Gantuu,ካሓዲ,Gantu
Ethnic,,This term is used to describe a 'betrayer' and is normally used against ethnic Oromos.,,ከሐዲ,,,
Ethnic,,According to workshop participants the term is used to refer to members of the Amhara. It is inflammatory because it is dehumanizing and “it suggests the person is dirty and a parasite.”,body lice,ቅማላም,Injiraanoftuu,ቆማል,Qomale
Ethnic,,According to workshop participants the term is used to refer to members of the Amhara. It is inflammatory because it is dehumanizing and “it suggests the person is dirty and a parasite.”,,,Cinooftuu,,
Ethnic,,"This term is largely used against the Tigrayan population. According to survey respondents in the Peace Tech Lab study, ""it is a derogatory reference to the climate in the northern part of the country where it is hotter and cactus fruit is consumed. Validation workshop participants felt that it was mostly associated with “poverty and famine” and was more recently being used on social media in reference to the 1985 famine during which it is said those populations started consuming qulqual. “It is meant to belittle and to be a reference to social status.”",cactus,ቁልቋላም,,በለስ,qulqual belita
Ethnic,,"This term is largely used against the Tigrayan population. According to survey respondents in the Peace Tech Lab study, ""it is a derogatory reference to the climate in the northern part of the country where it is hotter and cactus fruit is consumed. Validation workshop participants felt that it was mostly associated with “poverty and famine” and was more recently being used on social media in reference to the 1985 famine during which it is said those populations started consuming qulqual. “It is meant to belittle and to be a reference to social status.”",cactus eater,ቁልቋል በሊታ,warra qulquaalii nyaattu,በለስ በላዕታት,
Ethnic,,"This term is largely used against the Tigrayan population. According to survey respondents in the Peace Tech Lab study, ""it is a derogatory reference to the climate in the northern part of the country where it is hotter and cactus fruit is consumed. Validation workshop participants felt that it was mostly associated with “poverty and famine” and was more recently being used on social media in reference to the 1985 famine during which it is said those populations started consuming qulqual. “It is meant to belittle and to be a reference to social status.”",,ቁልቋላም,haadha qulqaalii,በለስ በላዕቲ,
