hate_category_1,hate_category_2,explanation,english,amharic,afaan_oromo,tigregna,otherspellings,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this is a derogatory name used for ethnic Oromos. Although it used to be an official name for Oromos prior to 1974, it was later banned due to the negative connotations the word possesses. ",,,,,qero galla,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this is a derogatory name used for ethnic Oromos. Although it used to be an official name for Oromos prior to 1974, it was later banned due to the negative connotations the word possesses. ",,,,,galla qeerroo,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this is a derogatory name used for ethnic Oromos. Although it used to be an official name for Oromos prior to 1974, it was later banned due to the negative connotations the word possesses. ",,,,,gaallaa,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, there is no consensus on the exact definition of this term as its meaning and impact are very complex. Different communities, groups and sub-groups use it differently. It has largely negative connotations as it can be used to sew division, through including or excluding individuals or groups from other identity groups. ",,???,Habashaa,???,Habasha,,,,,,,,,,,,,,,,,,,,
Ethnic,,This term is used to describe TPLF supporters online. ,,???? ???,,???? ???,,,,,,,,,,,,,,,,,,,,,
,,"According to CIR workshop participants, 'agame' is a word in Tigrigna sometimes considered as derogatory referring to people from the Eastern Tigray zone, Adigrat area.According to the Peace Tech Lab study, this term is ""the name of a tribe located in the regional state of Tigray, which is one of the country’s poorest areas. According to focus group participants, people in the capital of Addis Ababa use the term to insult members of the Tigrayan community in general. It carries the negative connotation by referring to “illiterates, laborers, despised, low class.”",,???,Agaammee,???,anbetta belitta,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, 'agame' is a word in Tigrigna sometimes considered as derogatory referring to people from the Eastern Tigray zone, Adigrat area.According to the Peace Tech Lab study, this term is ""the name of a tribe located in the regional state of Tigray, which is one of the country’s poorest areas. According to focus group participants, people in the capital of Addis Ababa use the term to insult members of the Tigrayan community in general. It carries the negative connotation by referring to “illiterates, laborers, despised, low class.”",,,,????,anbeta belita,,,,,,,,,,,,,,,,,,,,
Ethnic,,"This term translates to the ‘Third Region” and is a Tigrean term for Amharas. According to the Peace Tech Lab study, it has a historical signifance as it refers to the ""14 regions that existed before transition to the federal system. The region numbered “three” was the Amhara region. “Today the Tigrayans use the name of the old region to refer to the Amhara as a group,” a workshop participant explained.",,??? ???,warra naannoo sadii,?? ????,,,,,,,,,,,,,,,,,,,,,
Ethnic,,A Tigrean term meaning ‘Paid agents’ which is a labelling against TPLF supporters,,????,Bitamtuu,??? ????,,,,,,,,,,,,,,,,,,,,,
Ethnic,,"It is a politically loaded term and is usually used against members of the Amhara ethnic group. In Amharic, it means “proud” or “conceited”. Peace Tech Lab survey respondents suggest that the term holds a ""negative meaning of “chauvinism” or “unjustified and unwarranted boast or pride” or even “[racial] supremacist.”""",,??????,Of-tuultuu,???,Timkihitegna,,,,,,,,,,,,,,,,,,,,
Ethnic,,"It is a politically loaded term and is usually used against members of the Amhara ethnic group. In Amharic, it means “proud” or “conceited”. Peace Tech Lab survey respondents suggest that the term holds a ""negative meaning of “chauvinism” or “unjustified and unwarranted boast or pride” or even “[racial] supremacist.”""",,,,??????,timkehetegna,,,,,,,,,,,,,,,,,,,,
Ethnic,,"It is a politically loaded term and is usually used against members of the Amhara ethnic group. In Amharic, it means “proud” or “conceited”. Peace Tech Lab survey respondents suggest that the term holds a ""negative meaning of “chauvinism” or “unjustified and unwarranted boast or pride” or even “[racial] supremacist.”""",,,,,timikihitenya,,,,,,,,,,,,,,,,,,,,
Ethnic,,"It is a politically loaded term and is usually used against members of the Amhara ethnic group. In Amharic, it means “proud” or “conceited”. Peace Tech Lab survey respondents suggest that the term holds a ""negative meaning of “chauvinism” or “unjustified and unwarranted boast or pride” or even “[racial] supremacist.”""",,,,,timikitegna,,,,,,,,,,,,,,,,,,,,
Ethnic,,"It is a politically loaded term and is usually used against members of the Amhara ethnic group. In Amharic, it means “proud” or “conceited”. Peace Tech Lab survey respondents suggest that the term holds a ""negative meaning of “chauvinism” or “unjustified and unwarranted boast or pride” or even “[racial] supremacist.”""",,,,,timikiteggna,,,,,,,,,,,,,,,,,,,,
Ethnic,,"It is a politically loaded term and is usually used against members of the Amhara ethnic group. In Amharic, it means “proud” or “conceited”. Peace Tech Lab survey respondents suggest that the term holds a ""negative meaning of “chauvinism” or “unjustified and unwarranted boast or pride” or even “[racial] supremacist.”""",,,,,timkihitegna,,,,,,,,,,,,,,,,,,,,
Ethnic,,"It is a politically loaded term and is usually used against members of the Amhara ethnic group. In Amharic, it means “proud” or “conceited”. Peace Tech Lab survey respondents suggest that the term holds a ""negative meaning of “chauvinism” or “unjustified and unwarranted boast or pride” or even “[racial] supremacist.”""",,,,,Temekehetana,,,,,,,,,,,,,,,,,,,,
Ethnic,,"It is a politically loaded term and is usually used against members of the Amhara ethnic group. In Amharic, it means “proud” or “conceited”. Peace Tech Lab survey respondents suggest that the term holds a ""negative meaning of “chauvinism” or “unjustified and unwarranted boast or pride” or even “[racial] supremacist.”""",,,,,temkehet,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this term is made up of two letters that commonly appear in the Tigrigna spoken language and the term has connotations related to hostility. According to Peace Tech Lab survey results, 'Tsila' is a derogatory term of Tigrayans. They note that the word imitates ""one of the main sounds in the Tigrinya language, the “tse.”"" Peace Tech Lab focus group participants outlined that the term is used when “someone who gets angry for no reason because the Tigrayans as people are perceived to be someone who gets frustrated and angry easily. It may also be used to describe someone who is rich without hard work.” ",,?? (??),Tsiillaa,??,tsila,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this term is made up of two letters that commonly appear in the Tigrigna spoken language and the term has connotations related to hostility. According to Peace Tech Lab survey results, 'Tsila' is a derogatory term of Tigrayans. They note that the word imitates ""one of the main sounds in the Tigrinya language, the “tse.”"" Peace Tech Lab focus group participants outlined that the term is used when “someone who gets angry for no reason because the Tigrayans as people are perceived to be someone who gets frustrated and angry easily. It may also be used to describe someone who is rich without hard work.” ",,??? ??,,,midre tsila,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to Peace Tech Lab survey data and workshop discussions, ""Shankila is a pejorative term used to refer to populations in the western part of the country near the South Sudan border. It may have its origin in the Amharic word for “dark skinned,” but some participants thought it to be more ancient. It is historically associated with the term bariya (??? /slave) and the slave trade in the region because the people often described using this term were ethnic minorities historically targeted and enslaved.""",Dark skinned,????,Shanqillaa,???,shanqella,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to Peace Tech Lab survey data and workshop discussions, ""Shankila is a pejorative term used to refer to populations in the western part of the country near the South Sudan border. It may have its origin in the Amharic word for “dark skinned,” but some participants thought it to be more ancient. It is historically associated with the term bariya (??? /slave) and the slave trade in the region because the people often described using this term were ethnic minorities historically targeted and enslaved.""",,,,,Shankla,,,,,,,,,,,,,,,,,,,,
